lat, lon, stpnm, stpid, grp
40.442790999998785, -79.996619999999, SEVENTH AVE + SMITHFIELD ST, 1125, 2
40.44253700000022, -79.9997660000013, LIBERTY AVE + 7TH ST (CLARK BLDG), 180, 2
40.4444450000012, -80.00073499999978, 7TH ST + FT DUQUESNE BLVD, 213, 2
40.44784600000109, -80.00196399999932, SANDUSKY ST + ISABELLA ST, 214, 2
40.496738000000406, -80.01131799999906, IVORY AVE + VALLEYVIEW ST, 2696, 2
40.49643400000046, -80.0090079999996, IVORY AVE + CHERRYLAND, 2697, 2
40.49606600000079, -80.00808299999971, IVORY AVE + EVERGREEN, 2698, 2
40.50088500000045, -80.00370799999884, EVERGREEN RD + #4534, 20902, 2
40.5056109999997, -79.99548599999979, EVERGREEN RD + PEOPLES TWP, 441, 2
40.50603500000112, -79.99096100000095, EVERGREEN & PEOPLES PLANK RD + BABCOCK, 442, 2
40.50780900000038, -79.98970799999955, BABCOCK BLVD + HOFFMAN, 443, 2
40.50979299999936, -79.9915939999994, BABCOCK BLVD + ROSECLIFF, 444, 2
40.51083799999902, -79.99369099999895, BABCOCK BLVD + THOMPSON, 1043, 2
40.517544000000676, -79.9935459999993, THOMPSON RUN RD + RADCLIFFE, 1044, 2
40.51830899999997, -79.99290699999851, THOMPSON RUN RD + WOODBRIDGE DR, 1045, 2
40.519772000000735, -79.99192800000128, THOMPSON RUN RD + #218, 1046, 2
40.522285999998736, -79.99092099999915, THOMPSON RUN RD + MILLER, 1047, 2
40.524226999998504, -79.98871399999979, THOMPSON RUN RD + LOIRE VALLEY, 1048, 2
40.526807000001085, -79.98822500000037, THOMPSON RUN RD + VILSACK, 1049, 2
40.52895199999934, -79.99018100000099, THOMPSON RUN RD + SIEBERT, 1050, 2
40.53020799999895, -79.990315, THOMPSON RUN RD + BARNWOOD, 1051, 2
40.53160500000057, -79.99024200000021, THOMPSON RUN RD + ABARD, 1052, 2
40.534733000001104, -79.99034100000065, THOMPSON RUN RD + HODIL, 1053, 2
40.53546499999886, -79.99064300000099, THOMPSON RUN RD + HORIZON, 1054, 2
40.53646599999984, -79.99028199999827, THOMPSON RUN RD + CHERRINGTON, 1055, 2
40.538152000000125, -79.98993000000108, THOMPSON RUN RD + BERKLEY MEADOWS, 1056, 2
40.54192800000068, -79.99230899999974, THOMPSON RUN RD + WHITE OAK, 1057, 2
40.54321499999864, -79.99335999999829, THOMPSON RUN RD + SUTTER, 1058, 2
40.543754999998846, -79.99248100000108, AMITY DR + SUTTER, 1059, 2
40.5448020000009, -79.99318099999999, AMITY DR + BLAZE, 1060, 2
40.54585699999885, -79.99451099999824, AMITY DR + #212, 1061, 2
40.547460999999, -79.99455699999973, AMITY DR + LINGAY, 1062, 2
40.54892700000062, -79.99631499999938, AMITY DR + CARRIAGE HILL, 1063, 2
40.550148000000064, -79.9976930000017, AMITY DR + THOMPSON RUN RD, 19863, 2
40.552506000000946, -79.99851199999989, MCINTYRE DR + THOMPSON RUN FS, 19862, 2
40.55177599999853, -80.00055499999866, MCINTYRE DR + CHARTERWOOD, 1066, 2
40.55246899999942, -80.00121900000028, CHARTERWOOD DR + LAURELWOOD, 1067, 2
40.55214399999966, -80.00226000000133, LAURELWOOD DR + FENWICK, 1068, 2
40.551854999998895, -80.00504900000168, LAURELWOOD DR + #126, 1069, 2
40.5515249999999, -80.00657399999884, LAURELWOOD DR + ENNERDALE, 1070, 2
40.55258400000072, -80.00738999999857, REMINGTON DR + #210, 1071, 2
40.553923999998794, -80.00740999999978, REMINGTON DR + WALDWICK, 1072, 2
40.554953999999114, -80.00746399999977, REMINGTON DR + BALMORAL #1, 1073, 2
40.55595600000085, -80.00752299999891, REMINGTON DR + REGENCY, 1074, 2
40.5582099999992, -80.00864400000104, REMINGTON DR + BALMORAL #2, 1075, 2
40.55939300000098, -80.0097579999988, REMINGTON DR + BINGAY, 1076, 2
40.55982300000034, -80.01063399999863, REMINGTON DR + HAZLETT, 1077, 2
40.56129499999962, -80.01295299999882, REMINGTON DR + PEEBLES, 1078, 2
40.564138999999535, -80.00954800000075, PEEBLES RD + PARKWAY RD FS, 456, 2
40.56529299999954, -80.00853599999877, PEEBLES RD + PEEBLES SCHOOL DRVWY, 20178, 2
40.568337000000724, -80.00572099999997, PEEBLES RD + DUNCAN AVE FS, 18714, 2
40.5695579999998, -80.00385700000126, PEEBLES RD + LOCUST, 460, 2
40.57065800000043, -80.00076899999941, SAMPLE RD + EASTVIEW #1, 462, 2
40.57107800000023, -79.99973000000085, SAMPLE RD + EASTVIEW #2, 463, 2
40.57176599999895, -79.99850499999961, SAMPLE RD + RINGEISEN, 464, 2
40.57233999999938, -79.99632799999827, SAMPLE RD + #1848, 465, 2
40.57336099999867, -79.99372599999886, SAMPLE RD + HIGH MEADOW, 16482, 2
40.57366599999977, -79.99293100000114, SAMPLE RD + ARDEN, 466, 2
40.57464599999877, -79.99053200000154, SAMPLE RD + NORTHGATE, 18697, 2
40.576432999998815, -79.99063600000066, NORTHGATE DR + #9396, 468, 2
40.577794000000054, -79.99224299999875, NORTHGATE DR + SPRINGFIELD, 469, 2
40.57949700000059, -79.99369400000155, SPRINGFIELD DR + SHADY OAK, 470, 2
40.57956699999952, -79.99474599999829, SPRINGFIELD DR + PEEBLES, 471, 2
40.58193400000014, -79.99371299999872, PRESIDENTIAL DR + CLEVELAND, 472, 2
40.58222599999965, -79.99517199999994, PRESIDENTIAL DR + HARDING, 473, 2
